income,savings,credit_usage,loan_balance,monthly_spending,investment_portfolio,risk_appetite,age,employment_status,education_level,credit_score,debt_to_income_ratio,monthly_essentials,monthly_discretionary,long_term_goals
8981,46495,1936,29110,4727,19563,high,52,full-time,master's,391,3.46,891,1031,retirement
2418,17436,3700,10300,1417,12579,high,35,self-employed,bachelor's,463,5.79,671,200,travel
5840,22155,4217,38981,2539,10188,high,69,full-time,PhD,341,7.4,1214,723,retirement
5270,33069,3785,2895,2894,10776,medium,67,full-time,master's,781,1.27,837,554,travel
7474,35107,8301,10672,4449,3624,medium,49,full-time,PhD,662,2.54,2667,475,buy house
135,2694,2418,17422,89,16393,low,19,part-time,in school,324,145.88,500,200,travel
3050,6567,7137,30846,1008,3903,low,31,self-employed,master's,743,12.45,608,294,invest more
4394,15657,6356,14289,1911,11663,high,22,self-employed,bachelor's,388,4.7,1167,417,buy house
2222,8365,9819,5205,673,17020,high,22,full-time,master's,474,6.76,500,201,buy house
5127,14790,2446,34835,2429,12954,high,37,full-time,master's,428,7.27,1033,678,retirement
4462,12952,7103,3736,1837,17536,medium,22,self-employed,master's,585,2.43,1149,264,travel
3921,7770,7694,25789,1910,3265,medium,26,self-employed,bachelor's,808,8.54,1004,332,retirement
7112,40656,2265,17694,4645,14419,high,42,full-time,master's,413,2.81,2914,907,travel
6101,47492,9343,44200,3437,11706,medium,61,self-employed,master's,422,8.77,1521,245,retirement
4453,11324,2894,16479,2824,9717,low,34,full-time,master's,420,4.35,1375,648,retirement
5143,20487,3577,34969,2053,17304,low,63,retired,PhD,714,7.49,1119,392,buy house
8125,37549,7604,22198,5297,8103,medium,55,full-time,PhD,834,3.67,2920,730,invest more
4969,8961,7866,13362,2147,5298,medium,25,full-time,master's,541,4.27,555,385,travel
9843,24882,1334,21028,3386,8689,low,45,full-time,master's,425,2.27,1587,304,invest more
5655,21776,9191,28120,2029,8631,high,61,full-time,master's,474,6.6,1168,280,invest more
7101,27586,2467,49829,2252,15036,medium,58,self-employed,PhD,334,7.36,525,659,travel
7032,47247,4274,30126,4849,6576,low,59,retired,PhD,320,4.89,920,366,retirement
832,2440,4274,17836,260,11906,medium,20,part-time,in school,379,26.54,500,200,retirement
1570,153,3515,10168,789,18505,high,20,part-time,in school,466,8.71,501,200,invest more
6892,22189,7394,29576,4623,2787,medium,57,self-employed,PhD,540,5.36,2447,1131,buy house
2707,6095,9631,17777,946,10895,low,22,self-employed,bachelor's,769,10.12,546,248,retirement
5827,30296,6166,58970,3358,9315,medium,63,self-employed,PhD,447,11.18,562,240,buy house
6769,44546,8292,17863,3573,13256,high,39,self-employed,PhD,822,3.86,2445,721,retirement
2524,9182,8406,16121,1704,18015,high,28,self-employed,master's,604,9.71,818,453,buy house
5089,32625,5910,39113,3470,2109,low,58,retired,PhD,675,8.85,1379,983,retirement
9218,38556,3258,26271,3118,10073,medium,37,retired,PhD,695,3.2,1579,301,retirement
3607,11546,7695,1881,2299,7967,low,27,full-time,bachelor's,586,2.65,1402,253,buy house
9908,16355,2575,28271,4323,4959,low,52,full-time,PhD,411,3.11,1752,1092,retirement
809,3109,4594,15408,306,15566,high,21,unemployed,high school,669,24.69,500,200,buy house
5071,17199,9745,1882,2807,12531,medium,45,retired,master's,679,2.29,792,787,retirement
7061,39405,8235,14068,4866,6056,high,49,full-time,PhD,311,3.16,3272,851,invest more
5772,34649,1582,19193,3735,6250,high,63,retired,PhD,423,3.6,2128,1019,retirement
9523,23648,1361,37278,5306,11016,high,42,retired,PhD,733,4.06,2252,1075,buy house
7066,17341,826,15605,2848,4530,high,37,full-time,master's,511,2.33,1497,320,buy house
6209,35604,6687,26182,2940,6379,low,56,self-employed,PhD,780,5.29,1618,508,travel
9009,36851,6846,42907,3930,18170,low,57,retired,PhD,332,5.52,1562,483,invest more
4031,10497,694,8682,1892,15687,low,33,self-employed,master's,400,2.33,1314,503,invest more
7810,38947,3226,32226,5047,13616,high,68,retired,master's,758,4.54,2351,389,retirement
4961,11156,4052,31807,1950,13123,medium,34,full-time,bachelor's,399,7.23,1143,203,buy house
5486,26399,445,33704,1669,7937,low,43,full-time,PhD,727,6.22,587,408,retirement
8378,47786,7529,28341,2942,10601,high,47,self-employed,master's,477,4.28,1795,250,travel
2027,9883,226,6867,1418,9880,medium,22,self-employed,master's,387,3.5,693,229,invest more
9616,24862,1386,22294,4054,1156,medium,39,full-time,master's,616,2.46,1412,904,retirement
5805,15364,1739,5628,2453,7897,high,52,self-employed,master's,738,1.27,1696,587,buy house
8474,38997,9120,23090,3597,16872,high,37,self-employed,master's,524,3.8,1662,757,invest more
4110,5022,2451,14851,2532,13086,low,24,full-time,bachelor's,395,4.21,1006,256,travel
8638,48790,1467,17896,3392,1734,high,68,self-employed,PhD,313,2.24,1186,571,invest more
3829,17107,6867,9439,2081,15674,low,30,self-employed,bachelor's,430,4.26,919,406,travel
9497,22401,8340,14207,4396,1253,medium,68,self-employed,master's,580,2.37,964,1008,buy house
6487,15129,3802,16179,3460,2891,medium,69,retired,master's,743,3.08,714,990,invest more
8170,32081,3750,9165,5303,18606,low,70,retired,PhD,576,1.58,3373,774,invest more
9899,29986,8717,19511,6824,6182,high,59,retired,master's,768,2.85,3818,1352,travel
1934,2532,2859,8306,713,6631,high,19,unemployed,high school,471,5.77,500,203,buy house
8445,24297,761,37503,2841,4308,low,61,full-time,PhD,365,4.53,1215,290,retirement
6337,24641,5747,16928,2150,9706,medium,49,self-employed,master's,424,3.58,1228,216,invest more
7571,32453,3660,8218,4931,11562,low,42,self-employed,PhD,765,1.57,2752,369,travel
3383,9148,3932,23572,2093,17428,high,31,self-employed,bachelor's,365,8.13,1020,270,buy house
3504,11167,2833,11372,1838,10101,low,32,self-employed,bachelor's,467,4.05,913,537,travel
7693,19514,6144,59250,5052,2781,high,63,self-employed,PhD,811,8.5,556,606,retirement
7194,35773,8772,25548,4946,19995,medium,51,full-time,PhD,472,4.77,1729,1014,invest more
5809,38098,1845,38871,3399,1703,high,40,full-time,PhD,624,7.01,543,913,invest more
5290,17251,4646,30266,3287,4391,low,46,self-employed,PhD,304,6.6,722,256,invest more
4437,8274,9184,299,2658,8288,low,26,self-employed,master's,703,2.14,801,457,invest more
5914,44637,9442,13132,3102,2527,low,47,self-employed,PhD,491,3.82,1826,384,invest more
7380,32785,3871,12610,3121,3160,medium,54,self-employed,master's,777,2.23,1600,884,buy house
1452,2910,1367,8626,927,1740,high,21,unemployed,in school,593,6.88,501,254,travel
2768,13383,2600,10150,1600,18281,high,26,full-time,master's,445,4.6,740,213,retirement
8840,36556,3491,18174,5845,7364,medium,60,self-employed,master's,513,2.45,1006,1031,travel
7801,14946,8696,91,3584,12349,low,40,retired,PhD,381,1.13,2125,565,buy house
7130,16711,2533,19095,2626,17639,medium,52,full-time,master's,450,3.03,1035,692,invest more
9501,13206,2634,6722,4363,16501,high,36,full-time,PhD,313,0.98,1405,613,retirement
8854,38759,2600,27021,5927,2690,low,57,retired,master's,427,3.35,2232,1115,invest more
9682,33658,4069,45818,5335,16923,low,50,self-employed,PhD,387,5.15,2088,433,travel
2396,12149,2932,7082,1355,10196,low,33,self-employed,bachelor's,678,4.18,786,280,travel
8527,32423,2925,5311,4542,13879,low,38,self-employed,master's,659,0.97,2117,715,travel
8122,26134,6497,63288,5129,14901,medium,64,full-time,PhD,779,8.59,644,400,travel
9636,28327,9305,48875,3625,15739,high,70,full-time,master's,783,6.04,757,669,travel
4653,12608,1141,16777,1699,2220,medium,28,self-employed,bachelor's,629,3.85,826,215,buy house
5184,20326,802,46442,3347,8944,medium,63,full-time,PhD,335,9.11,1779,858,travel
4318,13288,625,3022,1533,7622,medium,34,full-time,master's,770,0.84,616,201,invest more
9951,12059,6735,40973,4697,13733,high,60,full-time,PhD,499,4.79,2155,683,invest more
9457,31990,2509,29066,3922,2267,medium,54,full-time,master's,303,3.34,1398,287,invest more
3403,10133,5821,19619,1378,12260,low,27,full-time,master's,806,7.47,502,240,retirement
1972,2932,5558,11773,1265,1625,medium,18,unemployed,high school,572,8.78,501,258,retirement
5535,32267,7166,25982,1945,7425,medium,45,retired,PhD,714,5.99,994,519,retirement
5754,21819,6512,16763,1950,19238,low,61,self-employed,PhD,724,4.04,952,405,travel
7161,27774,2899,29379,2654,17166,low,65,full-time,PhD,392,4.51,706,461,retirement
6411,39690,2649,40558,3060,12783,low,62,self-employed,PhD,610,6.74,1096,414,travel
5224,13749,3459,17307,2008,9567,high,40,retired,PhD,436,3.97,882,211,buy house
4879,5105,2412,814,2022,19714,high,26,full-time,master's,651,0.66,1132,576,retirement
7110,13679,3130,44813,3339,2490,low,47,full-time,PhD,775,6.74,1392,271,invest more
9637,14055,7400,29174,6002,18999,low,58,full-time,PhD,355,3.79,3296,230,invest more
9190,49911,1956,6906,6261,8199,high,45,retired,PhD,651,0.96,3257,1518,travel
5207,20556,3961,49694,3078,14493,high,51,retired,PhD,586,10.3,1420,242,invest more
894,639,3787,10899,359,8894,low,19,unemployed,high school,390,16.41,500,200,buy house
2516,16179,1865,19118,1291,6529,medium,26,self-employed,master's,339,8.34,778,349,buy house
9409,36175,183,3095,4611,18062,high,64,retired,master's,841,0.35,2458,670,retirement
8076,11322,896,1549,5582,12250,high,52,full-time,master's,327,0.3,3253,1435,travel
6870,49478,8640,30360,4217,16489,medium,53,full-time,PhD,467,5.68,861,329,buy house
5154,23975,4672,48746,1808,19459,high,59,retired,PhD,478,10.36,1094,238,travel
9432,45733,1531,15228,4472,1892,low,42,retired,master's,607,1.78,1007,350,buy house
5551,24768,1885,13947,2627,6913,low,56,retired,master's,462,2.85,1163,232,retirement
9795,45767,1756,30338,4418,1863,high,37,retired,master's,554,3.28,1497,1132,invest more
7024,38306,4144,1392,4051,17966,high,52,self-employed,master's,668,0.79,1523,726,invest more
9265,18607,3525,4216,5756,16334,low,60,retired,PhD,437,0.84,1188,1296,buy house
9921,45457,7666,26189,4490,12438,medium,45,full-time,PhD,825,3.41,3099,1160,buy house
7248,21520,8023,25222,4605,11148,low,41,full-time,PhD,809,4.59,666,962,retirement
827,525,3540,2591,279,15194,high,21,unemployed,in school,721,7.4,500,200,retirement
9199,48052,9335,48622,5839,8963,high,50,full-time,master's,843,6.3,2607,670,retirement
5563,41462,2139,34170,3530,6232,medium,59,self-employed,master's,784,6.53,2422,1056,invest more
5138,45894,71,17575,2415,2446,medium,67,self-employed,master's,421,3.43,590,565,invest more
3216,11446,4369,17927,1210,1616,low,33,full-time,bachelor's,395,6.93,567,363,buy house
9629,20560,6984,25410,4057,9923,high,54,self-employed,PhD,412,3.36,2247,974,buy house
2863,7689,909,17612,1754,5273,high,25,full-time,master's,793,6.47,648,339,buy house
9038,12096,7320,9963,3278,11572,low,60,self-employed,PhD,403,1.91,962,563,travel
2112,9752,6532,6684,967,3056,high,28,full-time,master's,400,6.25,561,268,travel
8907,23399,7466,27646,5085,14474,low,61,full-time,PhD,835,3.94,2173,206,buy house
3823,5783,2845,7125,2526,6226,medium,25,self-employed,master's,823,2.61,942,263,buy house
8083,30312,2574,19309,5185,4738,high,39,retired,master's,583,2.71,2829,534,invest more
5296,38897,946,37615,3213,3397,high,60,self-employed,PhD,473,7.28,866,498,buy house
8470,49731,2504,2976,2558,10239,low,67,full-time,PhD,360,0.65,1130,761,travel
5699,44541,6509,36327,2545,7126,low,69,retired,PhD,678,7.52,619,534,retirement
6047,49468,1227,9793,3604,8268,low,52,self-employed,master's,565,1.82,1677,802,travel
3109,19131,2977,10243,1520,17352,low,22,self-employed,bachelor's,319,4.25,888,369,buy house
5674,27005,3984,46074,2240,4418,low,57,full-time,PhD,771,8.82,868,437,buy house
7330,46938,221,6909,2616,16273,medium,56,self-employed,master's,444,0.97,848,680,buy house
5396,18592,2471,4113,2665,8118,low,42,retired,PhD,642,1.22,1811,246,buy house
1537,3639,9160,18778,574,8747,medium,19,part-time,high school,652,18.17,500,200,invest more
6667,14029,7586,22683,3758,13688,medium,51,full-time,PhD,313,4.54,1322,1070,invest more
3811,8180,1953,19469,2529,9092,low,31,self-employed,bachelor's,598,5.62,935,652,invest more
8497,28438,8421,42703,3740,18261,high,57,full-time,master's,504,6.02,2077,550,invest more
6726,49255,7607,54018,3662,17255,high,59,full-time,master's,301,9.16,2161,599,retirement
7159,42426,2203,50070,3527,19822,high,60,full-time,PhD,589,7.3,1282,548,invest more
5614,31330,5502,25943,3830,9065,high,56,retired,master's,653,5.6,2114,694,retirement
6732,33689,4276,59092,3619,5176,low,60,full-time,master's,372,9.41,1224,641,travel
251,4329,1139,4535,84,17177,medium,18,part-time,in school,522,22.52,500,200,invest more
9788,37227,1769,31186,3459,6395,low,53,retired,master's,376,3.37,1584,415,invest more
4776,7810,4958,8300,2493,5053,medium,22,full-time,master's,823,2.78,1456,493,buy house
2938,16610,1401,9716,1831,17869,medium,24,full-time,master's,807,3.78,990,456,invest more
6733,26864,2771,40073,3244,1200,high,49,full-time,master's,678,6.36,700,257,travel
5751,16006,483,2772,2773,10771,high,48,full-time,PhD,674,0.57,1106,307,buy house
5683,17167,416,8696,3904,13183,medium,67,self-employed,PhD,778,1.6,1655,1096,invest more
8666,45010,2723,56743,5449,5168,high,58,retired,master's,696,6.86,3586,453,travel
7910,45239,7070,58973,5292,1803,low,66,retired,master's,380,8.35,802,1194,retirement
6176,29648,4178,11061,3418,9132,high,36,retired,master's,355,2.47,1380,386,retirement
9090,38237,7299,12599,3290,9477,high,42,full-time,master's,725,2.19,1597,972,travel
7504,25630,57,20840,5222,12373,high,44,retired,master's,655,2.78,1691,955,buy house
2484,11713,3920,19689,1583,19039,low,25,full-time,master's,353,9.5,888,296,travel
7555,10668,5922,21217,4362,13585,low,67,self-employed,master's,308,3.59,1561,1044,travel
7613,14504,3518,47378,3839,10601,low,67,retired,master's,648,6.68,1188,1064,travel
2254,11173,3409,379,1478,4682,high,23,self-employed,bachelor's,521,1.68,995,367,travel
8587,22259,3944,7496,3962,10003,high,52,retired,master's,620,1.33,2050,348,buy house
2452,11233,11,28660,936,14853,high,31,self-employed,master's,709,11.69,570,249,retirement
2734,14586,1435,1237,1568,8597,low,26,full-time,master's,488,0.98,673,275,travel
8459,35586,9994,42728,4829,15383,medium,54,self-employed,master's,617,6.23,1390,387,retirement
6807,13676,9937,58463,3101,15382,low,67,retired,PhD,587,10.05,2097,811,retirement
7897,15954,3318,39826,4392,17080,high,66,retired,master's,680,5.46,572,334,travel
3580,10009,8243,2571,2416,10486,high,29,self-employed,bachelor's,753,3.02,1259,253,invest more
8035,24472,1746,15575,5085,13408,medium,40,full-time,master's,307,2.16,1462,796,buy house
3471,12245,8991,24013,1625,4951,low,30,full-time,bachelor's,471,9.51,683,452,retirement
8346,28954,9434,18395,4697,10766,high,46,full-time,PhD,729,3.33,2268,835,invest more
5091,39272,7137,20220,2974,18085,medium,61,full-time,master's,397,5.37,1448,531,travel
5882,36715,2510,14833,2805,5258,high,40,self-employed,PhD,331,2.95,1830,625,retirement
3487,17100,9808,16796,2259,6330,high,27,self-employed,master's,578,7.63,1520,402,invest more
219,3904,4255,10929,94,18980,low,19,unemployed,high school,412,69.02,500,200,retirement
5937,42525,2844,1506,3592,14483,low,63,full-time,master's,524,0.73,1321,366,retirement
5089,42950,8633,23481,2523,18738,high,46,self-employed,PhD,493,6.31,1693,446,travel
463,2705,9499,5130,147,18756,high,20,unemployed,high school,387,31.53,500,200,invest more
4333,7704,4369,20312,1592,14787,low,22,full-time,bachelor's,463,5.69,785,266,buy house
4282,13787,7527,15572,1328,12070,high,25,self-employed,bachelor's,445,5.39,831,274,retirement
9207,43287,6255,49603,3175,9427,low,62,full-time,PhD,551,6.07,1211,403,travel
3580,13688,9891,11213,1814,14188,medium,27,self-employed,master's,787,5.89,1093,280,invest more
5667,38180,8295,17735,1983,12007,high,63,self-employed,PhD,712,4.59,545,489,buy house
7026,27185,1274,26715,2762,3899,low,48,full-time,PhD,478,3.98,701,818,invest more
7841,34210,1775,31433,3914,9795,medium,60,full-time,master's,582,4.23,2622,1073,invest more
7578,36685,8669,2530,2314,17496,high,49,self-employed,PhD,618,1.48,610,664,retirement
6479,30449,1827,14482,3498,5060,low,54,retired,master's,338,2.52,1663,771,invest more
6129,40206,5347,19138,2110,12611,low,39,retired,PhD,353,3.99,760,527,buy house
8210,48771,5123,56273,3567,11625,medium,60,retired,master's,422,7.48,1676,819,travel
1801,329,6528,19357,648,14348,high,20,unemployed,in school,516,14.36,500,200,travel
8127,36148,6701,19351,4619,4503,medium,36,full-time,PhD,317,3.21,588,462,invest more
3884,15425,1398,29256,1398,12232,medium,32,full-time,bachelor's,497,7.89,814,257,buy house
5155,41401,9935,4073,2487,15340,low,38,self-employed,master's,795,2.72,1158,201,retirement
7846,26429,1055,31646,4717,16435,high,47,retired,master's,336,4.17,1779,1013,retirement
911,4846,8048,5905,347,19826,high,21,part-time,in school,383,15.3,500,200,retirement
7499,31430,3851,37152,2901,19703,medium,50,full-time,master's,719,5.47,1730,722,buy house
6235,43199,7611,25502,3243,14980,high,48,self-employed,PhD,794,5.31,1044,515,buy house
6536,38537,3633,36135,2967,1897,high,56,self-employed,master's,415,6.08,1871,462,retirement
4458,16204,9410,30625,3064,14208,low,34,full-time,master's,765,8.98,1378,715,travel
8990,38116,7938,50358,5510,7666,low,63,self-employed,master's,499,6.48,2752,354,travel
3234,8076,2229,18775,1534,9109,low,30,full-time,master's,790,6.49,621,276,retirement
7617,15075,8485,38300,4625,16596,low,54,retired,PhD,623,6.14,1199,371,retirement
8924,47427,1721,8516,5363,19327,high,39,self-employed,PhD,677,1.15,1820,1590,buy house
6734,23357,3168,34363,2291,13357,medium,53,retired,PhD,607,5.57,1237,664,invest more
840,2462,5391,18396,269,6126,high,21,unemployed,high school,756,28.28,500,200,invest more
6341,45698,786,16712,3405,18798,medium,61,self-employed,PhD,597,2.76,1061,723,retirement
7873,44502,2642,29154,4575,4567,low,70,retired,master's,820,4.04,1201,785,travel
9330,24927,5591,21440,4420,12764,high,70,retired,PhD,660,2.9,2770,1118,invest more
7860,13709,3997,44647,3371,14970,low,56,retired,PhD,591,6.19,1491,513,travel
5897,18517,373,28764,3466,13859,medium,37,full-time,master's,384,4.94,653,462,retirement
6096,20342,9813,29975,3999,13848,low,67,full-time,master's,545,6.53,1718,672,invest more
3091,9635,1537,6958,1643,8895,low,23,self-employed,bachelor's,365,2.75,680,473,retirement
2238,6379,1186,28779,1544,11029,medium,33,self-employed,master's,627,13.38,1059,357,travel
4137,6321,3564,11357,1417,10388,medium,29,full-time,bachelor's,846,3.61,669,411,retirement
4442,15619,3696,29180,2665,1986,high,33,full-time,master's,316,7.4,1024,714,invest more
9343,20816,4620,24998,4298,17940,high,44,full-time,PhD,770,3.17,547,517,buy house
7423,36227,5970,28503,3937,11102,high,55,retired,master's,674,4.64,1794,884,buy house
8834,22898,9707,6022,3115,16506,high,39,full-time,master's,543,1.78,1759,403,buy house
5519,40451,1060,27991,3307,13290,high,37,full-time,master's,509,5.26,1413,414,travel
6683,14607,5938,42829,2791,6327,medium,52,full-time,PhD,570,7.3,523,450,invest more
3794,15961,3230,8336,1823,15803,high,24,self-employed,master's,534,3.05,1078,382,invest more
4258,15847,4954,2151,2603,5479,medium,28,self-employed,master's,366,1.67,681,640,buy house
9162,28421,4183,9740,5296,12063,medium,55,retired,master's,354,1.52,3140,408,invest more
8490,45133,6211,51884,4633,14135,medium,54,full-time,PhD,595,6.84,542,1187,buy house
3162,8739,501,20730,994,5024,medium,35,self-employed,bachelor's,633,6.71,552,269,invest more
9660,23617,2994,5740,6351,18921,medium,67,full-time,master's,716,0.9,3191,1905,buy house
3013,16656,1167,5910,1758,2610,high,27,full-time,master's,508,2.35,893,312,buy house
6054,39454,5118,15128,1847,1199,high,39,full-time,PhD,697,3.34,777,472,retirement
6508,48878,2251,7289,3881,6977,low,59,self-employed,PhD,467,1.47,1092,276,invest more
6333,49705,6926,44328,1959,8398,high,47,self-employed,PhD,499,8.09,1079,568,buy house
3364,7679,7104,3764,2079,11758,low,23,self-employed,bachelor's,625,3.23,1395,204,travel
3029,17346,1125,20146,1880,14687,high,35,full-time,master's,623,7.02,1115,200,retirement
6598,35044,9748,19000,3790,15419,medium,67,full-time,PhD,730,4.36,1754,683,travel
7770,42365,9059,37564,5059,6719,low,61,full-time,master's,569,6.0,1515,1047,retirement
4537,15069,8834,10112,1770,17474,medium,22,full-time,master's,558,4.17,514,274,invest more
5979,29631,5660,46151,2711,12176,medium,54,full-time,PhD,351,8.66,1521,210,invest more
3599,10089,4173,20543,2384,17682,medium,27,self-employed,master's,676,6.87,1078,420,invest more
3988,15149,3492,2407,1250,6114,high,31,self-employed,master's,526,1.48,590,354,buy house
5769,42550,6219,48396,3308,16438,high,68,retired,master's,599,9.47,920,421,invest more
7022,22592,9227,8790,3667,2943,medium,55,full-time,PhD,712,2.57,812,955,invest more
5232,16443,9917,38283,3572,9077,high,56,self-employed,PhD,384,9.21,2152,818,retirement
9604,38908,5141,8422,4526,9537,low,52,full-time,master's,432,1.41,541,1248,travel
9413,24216,6157,14794,3644,14805,medium,65,self-employed,PhD,503,2.23,761,375,retirement
7855,14131,2998,9336,5328,3172,high,69,full-time,master's,365,1.57,2364,320,invest more
8413,49505,7295,38638,4922,6310,low,57,retired,PhD,784,5.46,1028,914,travel
8481,41381,4119,45470,3946,3550,high,58,self-employed,PhD,396,5.85,722,1090,travel
9069,30560,6308,28065,3368,3234,medium,46,self-employed,PhD,452,3.79,2264,465,buy house
2979,12825,4292,21003,1885,16234,low,31,self-employed,master's,829,8.49,755,425,travel
3199,5425,3563,16968,1978,8041,medium,22,self-employed,master's,346,6.42,749,211,retirement
6361,42616,4227,5476,4225,12525,medium,52,full-time,PhD,723,1.53,858,1240,invest more
2835,16015,4710,18002,1925,7802,medium,31,self-employed,master's,789,8.01,1253,238,invest more
3033,19743,6457,3641,1744,7056,low,32,full-time,bachelor's,412,3.33,898,500,retirement
9140,39024,6495,53683,5493,17868,medium,62,retired,master's,602,6.58,2595,378,invest more
7521,23023,5220,43040,2502,15367,high,67,retired,master's,676,6.42,845,507,retirement
6984,11566,7987,24510,4519,17973,low,63,retired,master's,702,4.65,1282,1235,travel
4274,13407,1770,21703,2079,2464,high,23,self-employed,bachelor's,428,5.49,1067,291,buy house
5152,13444,7607,36114,2956,9346,low,47,self-employed,PhD,479,8.48,1880,799,buy house
7136,48684,8059,39446,3133,19424,low,55,full-time,master's,377,6.66,2031,381,retirement
2698,8823,1732,15629,1215,6716,high,22,full-time,master's,761,6.43,731,300,invest more
7874,39633,5556,8946,2574,8720,high,69,retired,master's,809,1.84,814,506,invest more
5344,32159,39,12493,3333,5112,medium,52,full-time,PhD,651,2.34,974,409,invest more
8768,16417,5481,15749,2846,2993,medium,51,self-employed,master's,448,2.42,1839,628,invest more
7525,38088,8430,26451,4342,13725,low,41,full-time,PhD,331,4.63,950,393,buy house
7157,22162,9493,42919,3956,6842,medium,55,self-employed,PhD,752,7.32,2630,381,retirement
4703,6653,6888,30504,2913,1248,low,31,full-time,bachelor's,634,7.95,1030,509,buy house
5928,27921,5467,5457,3379,10243,low,43,retired,master's,366,1.84,1912,319,travel
4803,11585,2620,9389,1543,13910,medium,22,full-time,bachelor's,608,2.5,1067,298,buy house
8125,26278,7675,54425,4843,16986,low,55,self-employed,PhD,560,7.64,955,1442,invest more
7167,27305,1771,30433,4744,2183,high,45,self-employed,PhD,465,4.49,724,1175,buy house
6064,22121,8768,8259,2589,6465,high,47,full-time,master's,713,2.81,1193,485,invest more
3358,15450,2174,4201,1832,13727,high,35,self-employed,master's,307,1.9,928,347,retirement
5058,13101,7430,119,2327,15297,low,36,retired,master's,747,1.49,728,230,travel
2088,6756,4047,1620,1183,14505,high,32,self-employed,master's,595,2.71,578,208,invest more
3721,9376,1347,10547,1970,16391,medium,34,self-employed,master's,782,3.2,719,399,travel
9225,21387,3560,19562,4844,2923,high,40,full-time,master's,695,2.51,1627,838,travel
2090,14098,3044,18888,947,9972,low,23,full-time,bachelor's,703,10.49,613,230,invest more
9265,41577,5485,3117,4469,6614,high,60,retired,PhD,595,0.93,1914,1144,invest more
5419,12590,729,3203,3579,14558,medium,69,self-employed,PhD,443,0.73,2100,500,invest more
7402,49680,3106,26777,3071,16493,high,42,retired,PhD,473,4.04,1363,691,buy house
5680,29032,7838,32160,3477,14701,low,42,full-time,master's,360,7.04,1189,875,invest more
2068,16190,1243,14078,888,16887,high,25,self-employed,master's,711,7.41,511,249,invest more
8527,29769,9482,37041,4072,19504,medium,51,self-employed,PhD,479,5.46,2377,1119,retirement
7221,34801,5386,4049,2494,13259,medium,67,self-employed,master's,755,1.31,1558,264,travel
8734,30549,6120,30442,2716,11881,medium,48,full-time,PhD,373,4.19,863,693,invest more
5097,29168,9050,31953,2952,1780,medium,60,retired,master's,633,8.04,897,714,travel
4415,7407,365,9408,1586,11953,high,25,self-employed,bachelor's,753,2.21,855,468,buy house
6784,36805,2788,4756,2806,5137,low,45,retired,PhD,762,1.11,645,682,invest more
3673,19947,3370,21036,1873,12470,medium,29,full-time,bachelor's,388,6.64,1230,319,retirement
9784,23273,7279,20886,5396,10930,high,53,self-employed,master's,434,2.88,1537,853,retirement
5402,46412,5959,27548,2153,1165,low,38,full-time,master's,356,6.2,1276,375,travel
5998,31380,5764,3963,2520,17805,low,58,retired,master's,675,1.62,1339,684,retirement
5312,47113,5838,42571,2978,11466,high,43,retired,master's,378,9.11,1599,784,retirement
2395,6372,7196,1690,1653,12395,high,28,full-time,master's,371,3.71,701,440,travel
9695,22787,1061,29542,4573,18732,high,38,retired,PhD,398,3.16,2910,210,invest more
3116,6824,4925,12479,1657,16286,low,30,self-employed,bachelor's,516,5.58,506,274,travel
7936,19387,3840,33528,5216,1416,low,36,retired,PhD,633,4.71,571,1130,travel
5205,34164,2569,64591,2936,1166,high,66,full-time,master's,309,12.9,843,219,retirement
2574,19853,1867,19394,1338,1752,low,33,full-time,bachelor's,426,8.26,659,278,travel
5989,36794,6226,32491,2278,16833,low,45,retired,PhD,818,6.46,1044,311,retirement
6227,41881,8026,47677,2741,16901,low,66,self-employed,PhD,581,8.94,1451,439,travel
7271,44025,8553,10515,4529,11791,medium,38,retired,master's,505,2.62,1018,507,invest more
3197,13376,8186,3801,2076,12508,high,31,self-employed,bachelor's,810,3.75,1270,348,retirement
5979,29472,4468,29098,2852,9277,medium,36,full-time,master's,756,5.61,1729,838,retirement
9614,15783,8673,14846,5679,14133,low,51,full-time,master's,394,2.45,987,1670,retirement
7222,48223,9872,37334,2417,5815,low,41,full-time,master's,754,6.54,1488,321,invest more
7006,20876,1592,38662,4071,3329,low,69,self-employed,PhD,370,5.74,573,717,buy house
5826,42049,2006,14191,2279,19010,low,40,full-time,PhD,831,2.78,1562,596,travel
8666,41559,8111,29334,4833,3192,low,36,retired,PhD,362,4.32,1008,1118,buy house
5590,22542,9359,24407,3735,3270,low,41,retired,PhD,598,6.04,750,1072,travel
3638,6727,8734,16340,2446,16370,high,22,self-employed,bachelor's,392,6.89,724,439,buy house
7525,12427,8464,8622,2408,14796,high,49,full-time,master's,490,2.27,1617,720,retirement
7432,13515,157,1313,4132,9408,medium,45,self-employed,PhD,660,0.2,924,673,travel
7620,15152,2574,31097,3185,14308,medium,61,retired,PhD,663,4.42,1463,466,buy house
3182,17762,568,14751,1018,13171,low,22,full-time,bachelor's,522,4.81,558,291,retirement
6200,20333,9699,56530,2256,3111,medium,60,full-time,master's,655,10.68,756,270,retirement
9505,16788,534,4832,3409,11048,high,37,full-time,PhD,686,0.56,554,946,invest more
5072,29591,513,20769,1673,13232,high,36,self-employed,PhD,721,4.2,829,307,travel
5625,26519,5545,36695,3713,6505,low,48,self-employed,master's,596,7.51,1204,661,travel
